symbol,name,lastsale,marketcap,ipoyear,sector,industry
DUK,Duke Energy Corporation,89.31,65019999999.99999,,Public Utilities,Power Generation
DUK^A,Duke Energy Corporation,27.24,,,Public Utilities,Power Generation
DUKB,Duke Energy Corporation,26.93,,2018.0,Public Utilities,Power Generation
DUKH,Duke Energy Corporation,25.22,,,Public Utilities,Power Generation
DRE,Duke Realty Corporation,33.31,12040000000.0,,Consumer Services,Real Estate Investment Trusts
DD,"DuPont de Nemours, Inc.",70.76,52890000000.0,2017.0,Basic Industries,Major Chemicals
DXC,DXC Technology Company,51.65,13760000000.0,,Technology,EDP Services
DY,"Dycom Industries, Inc.",49.85,1570000000.0,,Basic Industries,Water Supply
DLNG,Dynagas LNG Partners LP,1.3,46140000.0,,Consumer Services,Marine Transportation
DLNG^A,Dynagas LNG Partners LP,18.5999,,,,
DLNG^B,Dynagas LNG Partners LP,17.385,,,,
DT,"Dynatrace, Inc.",26.0,7160000000.0,2019.0,Technology,Computer Software: Prepackaged Software
DX,"Dynex Capital, Inc.",15.87,391150000.0,,Consumer Services,Real Estate Investment Trusts
DX^A,"Dynex Capital, Inc.",25.5999,,,,
DX^B,"Dynex Capital, Inc.",25.0,,,,
CTA^A,E.I. du Pont de Nemours and Company,84.75,,,,
CTA^B,E.I. du Pont de Nemours and Company,109.5,,,,
ELF,"e.l.f. Beauty, Inc.",17.31,861870000.0,2016.0,Consumer Non-Durables,Package Goods/Cosmetics
EGIF,Eagle Growth and Income Opportunities Fund,15.08,108290000.0,2015.0,,
EXP,Eagle Materials Inc,86.99,3660000000.0,,Capital Goods,Building Materials
ECC           ,Eagle Point Credit Company Inc.,17.71,430600000.0,2014.0,,
ECCA,Eagle Point Credit Company Inc.,25.8831,,2015.0,,
ECCB,Eagle Point Credit Company Inc.,26.271,,2016.0,,
ECCX,Eagle Point Credit Company Inc.,25.6,,2018.0,,
ECCY,Eagle Point Credit Company Inc.,25.7999,,2017.0,,
EIC,Eagle Point Income Company Inc.,20.1257,,2019.0,,
ESTE,"Earthstone Energy, Inc.",4.08,262420000.00000003,,Energy,Oil & Gas Production
DEA,"Easterly Government Properties, Inc.",19.87,1410000000.0,2015.0,Consumer Services,Real Estate Investment Trusts
EGP,"EastGroup Properties, Inc.",122.36,4600000000.0,,Consumer Services,Real Estate Investment Trusts
EMN,Eastman Chemical Company,68.45,9490000000.0,,Basic Industries,Major Chemicals
KODK,Eastman Kodak Company,2.48,106640000.0,,Miscellaneous,Industrial Machinery/Components
ETN,"Eaton Corporation, PLC",79.76,33500000000.0,,Technology,Industrial Machinery/Components
ETV,Eaton Vance Corporation,14.81,1060000000.0,2005.0,,
ETW,Eaton Vance Corporation,9.55,1020000000.0,2005.0,,
EV,Eaton Vance Corporation,42.06,4820000000.0,,Finance,Investment Managers
EOI,Eaton Vance Enhance Equity Income Fund,14.91,584070000.0,2004.0,,
EOS,Eaton Vance Enhanced Equity Income Fund II,17.17,818820000.0,2005.0,,
EFT,Eaton Vance Floating Rate Income Trust,13.43,535370000.0,2004.0,,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.26,218640000.0,2017.0,,
EFF,Eaton vance Floating-Rate Income Plus Fund,15.3,116380000.0,2013.0,,
EHT,Eaton Vance High Income 2021 Target Term Trust,9.83,210960000.0,2016.0,,
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,21.43,232190000.0,2013.0,,
EOT,Eaton Vance Municipal Income Trust,22.84,347760000.0,2009.0,,
EVN,Eaton Vance Municipal Income Trust,12.87,510530000.0,1999.0,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.41,599130000.0,2007.0,,
EFR,Eaton Vance Senior Floating-Rate Fund,13.11,483080000.0,2003.0,,
EVF,Eaton Vance Senior Income Trust,6.25,236670000.0,1998.0,,
EVG,Eaton Vance Short Diversified Income Fund,13.26,237100000.0,2005.0,,
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,23.8,1740000000.0,2003.0,,
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,25.37,382230000.0,2004.0,,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.93,1220000000.0,2004.0,,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.93,413820000.0,2005.0,,
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.48,92260000.0,2010.0,,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.82,1770000000.0,2006.0,,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.08,2440000000.0,2007.0,,
ECT,ECA Marcellus Trust I,1.5149,26670000.0,2010.0,Energy,Oil & Gas Production
ECL,Ecolab Inc.,205.04,59000000000.0,,Basic Industries,Package Goods/Cosmetics
EC,Ecopetrol S.A.,16.87,34680000000.0,,Energy,Oil & Gas Production
EIX,Edison International,75.12,26900000000.0,,Public Utilities,Electric Utilities: Central
EW,Edwards Lifesciences Corporation,217.1,45150000000.0,,Health Care,Industrial Specialties
EP^C,El Paso Corporation,53.0,,,Public Utilities,Natural Gas Distribution
EE,El Paso Electric Company,66.58,2720000000.0,,Public Utilities,Electric Utilities: Central
ELAN,Elanco Animal Health Incorporated,31.33,11460000000.0,2018.0,Health Care,Major Pharmaceuticals
ESTC,Elastic N.V.,89.55,6770000000.0,2018.0,Technology,Computer Software: Prepackaged Software
EGO,Eldorado Gold Corporation,8.32,1320000000.0,,Basic Industries,Precious Metals
ESI,Element Solutions Inc.,9.62,2470000000.0,2014.0,Basic Industries,Major Chemicals
ELVT,"Elevate Credit, Inc.",5.11,221750000.0,2017.0,Finance,Finance: Consumer Services
LLY,Eli Lilly and Company,113.97,110030000000.0,,Health Care,Major Pharmaceuticals
EFC,Ellington Financial Inc.,17.66,525309999.99999994,2010.0,Finance,Real Estate
EARN,Ellington Residential Mortgage REIT,11.01,137260000.0,2013.0,Consumer Services,Real Estate Investment Trusts
AKO.A,Embotelladora Andina S.A.,,,,,
AKO.B,Embotelladora Andina S.A.,,,,,
ERJ,Embraer S.A.,20.01,3680000000.0,2000.0,Capital Goods,Aerospace
EME,"EMCOR Group, Inc.",85.01,4770000000.0,,Capital Goods,Engineering & Construction
EEX,"Emerald Expositions Events, Inc.",9.5,683820000.0,2017.0,Miscellaneous,Business Services
EBS,"Emergent Biosolutions, Inc.",44.03,2270000000.0,2006.0,Health Care,Major Pharmaceuticals
EMR,Emerson Electric Company,60.77,37380000000.0,,Energy,Consumer Electronics/Appliances
ESRT,"Empire State Realty Trust, Inc.",13.33,4760000000.0,2013.0,Consumer Services,Real Estate Investment Trusts
EIG,Employers Holdings Inc,42.62,1360000000.0,2007.0,Finance,Property-Casualty Insurers
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),17.32,759590000.0,2007.0,Public Utilities,Electric Utilities: Central
ENBL,"Enable Midstream Partners, LP",12.16,5290000000.0,2014.0,Public Utilities,Natural Gas Distribution
ENB,Enbridge Inc,33.94,68690000000.0,,Energy,Natural Gas Distribution
ENBA,Enbridge Inc,26.8,,2018.0,Energy,Natural Gas Distribution
ECA,Encana Corporation,4.23,6110000000.0,,Energy,Oil & Gas Production
EHC,Encompass Health Corporation,64.13,6330000000.0,,Health Care,Hospital/Nursing Management
DAVA,Endava plc,39.39,2140000000.0000002,2018.0,Technology,EDP Services
EXK,Endeavour Silver Corporation,2.62,345840000.0,,Basic Industries,Precious Metals
ENIA,Enel Americas S.A.,8.16,12210000000.0,,Public Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A.,4.29,5930000000.0,2016.0,Public Utilities,Electric Utilities: Central
ENR,"Energizer Holdings, Inc.",36.92,2580000000.0,2015.0,Miscellaneous,Industrial Machinery/Components
ENR^A,"Energizer Holdings, Inc.",84.57,,,,
EPC,"Energizer Holdings, Inc.",31.33,1700000000.0,,Consumer Non-Durables,Package Goods/Cosmetics
ET,Energy Transfer L.P.,14.03,36750000000.0,1996.0,Public Utilities,Natural Gas Distribution
ETP^C,"Energy Transfer Operating, L.P.",24.05,,,,
ETP^D,"Energy Transfer Operating, L.P.",24.53,,,,
ETP^E,"Energy Transfer Operating, L.P.",24.75,,,,
ERF,Enerplus Corporation,5.91,1370000000.0,,Energy,Oil & Gas Production
ENS,Enersys,58.07,2490000000.0,2004.0,Consumer Non-Durables,Telecommunications Equipment
E,ENI S.p.A.,30.0,54510000000.0,,Energy,Oil & Gas Production
ENLC,"EnLink Midstream, LLC",7.79,3800000000.0,,Public Utilities,Natural Gas Distribution
EBF,"Ennis, Inc.",20.41,532980000.0,,Consumer Services,Office Equipment/Supplies/Services
ENVA,"Enova International, Inc.",26.43,898610000.0,2014.0,Finance,Finance: Consumer Services
NPO,EnPro Industries,66.89,1380000000.0,,Basic Industries,Metal Fabrications
ETM,Entercom Communications Corp.,3.45,477700000.0,1999.0,Consumer Services,Broadcasting
EAB,"Entergy Arkansas, LLC",26.49,,,Public Utilities,Electric Utilities: Central
EAE,"Entergy Arkansas, LLC",25.4871,,2013.0,Public Utilities,Electric Utilities: Central
EAI,"Entergy Arkansas, LLC",25.85,,2016.0,Public Utilities,Electric Utilities: Central
ETR,Entergy Corporation,107.04,21270000000.0,,Public Utilities,Electric Utilities: Central
ELC,"Entergy Louisiana, Inc.",25.9,,2016.0,Public Utilities,Electric Utilities: Central
ELJ,"Entergy Louisiana, Inc.",25.62,,,Public Utilities,Electric Utilities: Central
ELU,"Entergy Louisiana, Inc.",25.33,,,Public Utilities,Electric Utilities: Central
EMP,"Entergy Mississippi, LLC",26.08,,2016.0,Public Utilities,Electric Utilities: Central
ENJ,"Entergy New Orleans, LLC",25.4432,,,Public Utilities,Power Generation
ENO,"Entergy New Orleans, LLC",26.79,,2016.0,Public Utilities,Power Generation
EZT,Entergy Texas Inc,27.5,,2014.0,Public Utilities,Electric Utilities: Central
EPD,Enterprise Products Partners L.P.,28.5,62370000000.0,,Public Utilities,Natural Gas Distribution
EVC,Entravision Communications Corporation,2.82,240880000.0,2000.0,Consumer Services,Broadcasting
ENV,"Envestnet, Inc",61.18,3170000000.0,2010.0,Miscellaneous,Business Services
EVA,"Enviva Partners, LP",29.7,993670000.0,2015.0,Basic Industries,Forest Products
ENZ,"Enzo Biochem, Inc.",3.69,175480000.0,,Health Care,Medical Specialities
EOG,"EOG Resources, Inc.",80.36,46660000000.0,,Energy,Oil & Gas Production
EPAM,"EPAM Systems, Inc.",189.98,10380000000.0,2012.0,Technology,EDP Services
EPR,EPR Properties,77.1,5980000000.0,1997.0,Consumer Services,Real Estate Investment Trusts
EPR^C,EPR Properties,32.24,,,,
EPR^E,EPR Properties,38.5,,,,
EPR^G,EPR Properties,25.28,,,,
EQM,"EQM Midstream Partners, LP",33.99,7050000000.0,2012.0,Public Utilities,Natural Gas Distribution
EQT,EQT Corporation,12.61,3220000000.0,,Energy,Oil & Gas Production
EFX,"Equifax, Inc.",144.01,17410000000.0,,Finance,Finance: Consumer Services
EQNR,Equinor ASA,17.05,56780000000.0,,Energy,Integrated oil Companies
ETRN,Equitrans Midstream Corporation,15.01,3820000000.0,2018.0,Public Utilities,Natural Gas Distribution
EQC,Equity Commonwealth,34.3,4179999999.9999995,,Consumer Services,Real Estate Investment Trusts
EQC^D,Equity Commonwealth,27.0,,,,
ELS,"Equity Lifestyle Properties, Inc.",130.26,11860000000.0,,Consumer Services,Real Estate Investment Trusts
EQR,Equity Residential,80.84,29980000000.0,,Consumer Services,Real Estate Investment Trusts
EQS,"Equus Total Return, Inc.",1.62,21900000.0,,,
ERA,"Era Group, Inc.",10.52,223350000.0,,Transportation,Transportation Services
EROS,Eros International PLC,1.36,100110000.0,2013.0,Consumer Services,Movies/Entertainment
ESE,ESCO Technologies Inc.,81.65,2120000000.0,,Capital Goods,Telecommunications Equipment
ESNT,Essent Group Ltd.,47.01,4630000000.0,2013.0,Finance,Property-Casualty Insurers
EPRT,"Essential Properties Realty Trust, Inc.",21.14,1220000000.0,2018.0,Consumer Services,Real Estate Investment Trusts
ESS,"Essex Property Trust, Inc.",304.21,20090000000.0,1994.0,Consumer Services,Real Estate Investment Trusts
EL,"Estee Lauder Companies, Inc. (The)",186.43,67459999999.99999,1995.0,Consumer Non-Durables,Package Goods/Cosmetics
ETH,Ethan Allen Interiors Inc.,17.92,476310000.0,1993.0,Consumer Durables,Home Furnishings
EURN,Euronav NV,7.92,1730000000.0,2015.0,Transportation,Marine Transportation
EEA,"European Equity Fund, Inc. (The)",8.5901,66110000.0,,,
EB,"Eventbrite, Inc.",17.49,1410000000.0,2018.0,Technology,"Computer Software: Programming, Data Processing"
EVR,Evercore Inc.,81.33,3240000000.0,2006.0,Finance,Investment Managers
RE,"Everest Re Group, Ltd.",251.6,10250000000.0,,Finance,Property-Casualty Insurers
EVRG,"Evergy, Inc.",61.93,15120000000.0,2018.0,Public Utilities,Power Generation
EVRI,Everi Holdings Inc.,9.69,689080000.0,,Consumer Services,Services-Misc. Amusement & Recreation
ES,Eversource Energy,78.41,25400000000.0,,Public Utilities,Electric Utilities: Central
EVTC,"Evertec, Inc.",35.51,2550000000.0,2013.0,Technology,EDP Services
EVH,"Evolent Health, Inc",7.14,601970000.0,2015.0,Consumer Services,Other Consumer Services
AQUA,Evoqua Water Technologies Corp.,15.39,1760000000.0,2017.0,Technology,Industrial Machinery/Components
XAN,Exantas Capital Corp.,11.36,362040000.0,,Consumer Services,Real Estate Investment Trusts
XAN^C,Exantas Capital Corp.,26.15,,,,
EXC,Exelon Corporation,45.42,44130000000.0,,Public Utilities,Power Generation
EXPR,"Express, Inc.",2.2,147980000.0,2010.0,Consumer Services,Clothing/Shoe/Accessory Stores
EXTN,Exterran Corporation,10.62,385790000.0,2015.0,Technology,Diversified Commercial Services
EXR,Extra Space Storage Inc,118.71,15260000000.0,2004.0,Consumer Services,Real Estate Investment Trusts
XOM,Exxon Mobil Corporation,72.38,306390000000.0,,Energy,Integrated oil Companies
FNB,F.N.B. Corporation,11.28,3660000000.0,,Finance,Major Banks
FNB^E,F.N.B. Corporation,28.741,,,,
FN,Fabrinet,53.77,1980000000.0,2010.0,Public Utilities,Telecommunications Equipment
FDS,FactSet Research Systems Inc.,281.53,10770000000.0,1996.0,Technology,"Computer Software: Programming, Data Processing"
FICO,Fair Isaac Corporation,368.17,10640000000.0,,Miscellaneous,Business Services
SFUN,Fang Holdings Limited,1.8,807240000.0,2010.0,Technology,EDP Services
FPAC,Far Point Acquisition Corporation,10.35,818300000.0,2018.0,Finance,Business Services
FPAC.U,Far Point Acquisition Corporation,,,2018.0,,
FPAC.WS,Far Point Acquisition Corporation,,,,,
FTCH,Farfetch Limited,18.25,5560000000.0,2018.0,Miscellaneous,Business Services
FPI,Farmland Partners Inc.,6.35,237190000.0,2014.0,Consumer Services,Real Estate Investment Trusts
FPI^B,Farmland Partners Inc.,24.0,,,,
FSLY,"Fastly, Inc.",21.1,1910000000.0,2019.0,Technology,Computer Software: Prepackaged Software
FBK,FB Financial Corporation,36.58,1130000000.0,2016.0,Finance,Major Banks
FFG,"FBL Financial Group, Inc.",58.98,1450000000.0,1996.0,Finance,Life Insurance
AGM,Federal Agricultural Mortgage Corporation,77.69,831300000.0,,Finance,Finance Companies
AGM.A,Federal Agricultural Mortgage Corporation,,,,,
AGM^A,Federal Agricultural Mortgage Corporation,25.6677,,,,
AGM^C,Federal Agricultural Mortgage Corporation,26.6358,,,,
AGM^D,Federal Agricultural Mortgage Corporation,25.93,,,,
FRT,Federal Realty Investment Trust,131.48,9860000000.0,,Consumer Services,Real Estate Investment Trusts
FRT^C,Federal Realty Investment Trust,25.35,,,,
FSS,Federal Signal Corporation,30.57,1850000000.0,,Capital Goods,Auto Manufacturing
FII,"Federated Investors, Inc.",33.26,3370000000.0,1998.0,Finance,Investment Managers
FMN,Federated Premier Municipal Income Fund,13.9827,160760000.0,2002.0,,
FDX,FedEx Corporation,164.23,42830000000.0,,Transportation,Air Freight/Delivery Services
RACE,Ferrari N.V.,160.1,40070000000.0,2015.0,Capital Goods,Auto Manufacturing
FGP,"Ferrellgas Partners, L.P.",0.6347,61660000.0,1994.0,Consumer Services,Other Specialty Stores
FOE,Ferro Corporation,12.66,1040000000.0,,Basic Industries,Paints/Coatings
FG,FGL Holdings,7.41,1640000000.0,2017.0,Finance,Life Insurance
FG.WS,FGL Holdings,,,,,
FCAU,Fiat Chrysler Automobiles N.V.,13.22,26130000000.0,2014.0,Capital Goods,Auto Manufacturing
FNF,"Fidelity National Financial, Inc.",44.16,12120000000.0,2014.0,Finance,Specialty Insurers
FIS,"Fidelity National Information Services, Inc.",136.39,83600000000.0,,Miscellaneous,Business Services
FMO,Fiduciary/Claymore Energy Infrastructure Fund,9.12,323220000.0,2004.0,,
FAF,First American Corporation (The),57.77,6480000000.0,,Finance,Specialty Insurers
FBP,First BanCorp.,9.89,2150000000.0,,Finance,Major Banks
FCF,First Commonwealth Financial Corporation,12.67,1250000000.0,,Finance,Major Banks
FHN,First Horizon National Corporation,16.01,5000000000.0,,Finance,Major Banks
FHN^A,First Horizon National Corporation,26.05,,,,
FR,"First Industrial Realty Trust, Inc.",38.54,4870000000.0,1994.0,Consumer Services,Real Estate Investment Trusts
AG,First Majestic Silver Corp.,10.81,2190000000.0,,Basic Industries,Precious Metals
FRC,FIRST REPUBLIC BANK,93.44,15620000000.0,,,
FRC^D,FIRST REPUBLIC BANK,25.45,,,,
FRC^F,FIRST REPUBLIC BANK,25.85,,,,
FRC^G,FIRST REPUBLIC BANK,25.65,,,,
FRC^H,FIRST REPUBLIC BANK,25.15,,,,
FRC^I,FIRST REPUBLIC BANK,26.06,,,,
FFA,First Trust,15.79,315380000.0,2004.0,,
FMY,First Trust,13.824,58240000.0,2005.0,,
FDEU,First Trust Dynamic Europe Equity Income Fund,13.39,230740000.0,2015.0,,
FIF,First Trust Energy Infrastructure Fund,15.45,271150000.0,2011.0,,
FSD,First Trust High Income Long Short Fund,14.62,504770000.0,2010.0,,
FPF,First Trust Intermediate Duration Preferred & Income Fund,22.76,1380000000.0,2013.0,,
FEI           ,First Trust MLP and Energy Income Fund,11.33,532590000.00000006,2012.0,,
FPL,First Trust New Opportunities MLP & Energy Fund,9.14,234900000.0,2014.0,,
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,8.9,318900000.0,2016.0,,
FCT,First Trust Senior Floating Rate Income Fund II,11.91,317960000.0,2004.0,,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,6.27,90030000.0,2007.0,,
FEO,First Trust/Aberdeen Emerging Opportunity Fund,13.45,68080000.0,,,
FAM,First Trust/Aberdeen Global Opportunity Income Fund,10.7094,136760000.0,2006.0,,
FE,FirstEnergy Corp.,44.25,23550000000.0,,Public Utilities,Electric Utilities: Central
FIT,"Fitbit, Inc.",3.33,860290000.0,2015.0,Technology,Computer Manufacturing
FPH,"Five Point Holdings, LLC",6.92,1020000000.0,2017.0,Finance,Real Estate
FVRR,Fiverr International Ltd.,24.66,764340000.0,2019.0,Miscellaneous,Business Services
FBC,"Flagstar Bancorp, Inc.",33.91,1920000000.0,,Finance,Savings Institutions
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,25.54,489430000.0,2013.0,,
PFD,Flaherty & Crumrine Preferred and Income Fund Inco,15.07,169210000.0,1991.0,,
PFO,Flaherty & Crumrine Preferred and Income Opportuni,12.24,154240000.0,1992.0,,
FFC,Flaherty & Crumrine Preferred and Income Securitie,20.07,889640000.0,2003.0,,
FLC,Flaherty & Crumrine Total Return Fund Inc,21.24,211580000.0,2003.0,,
FLT,"FleetCor Technologies, Inc.",296.37,25550000000.0,2010.0,Miscellaneous,Business Services
FLNG,FLEX LNG Ltd.,10.9,,2019.0,Consumer Services,Marine Transportation
FND,"Floor & Decor Holdings, Inc.",42.43,4230000000.0000005,2017.0,Consumer Services,RETAIL: Building Materials
FTK,"Flotek Industries, Inc.",2.06,118380000.0,,Basic Industries,Major Chemicals
FLO,"Flowers Foods, Inc.",22.94,4850000000.0,,Consumer Non-Durables,Packaged Foods
FLS,Flowserve Corporation,45.13,5920000000.0,,Capital Goods,Fluid Controls
FLR,Fluor Corporation,20.02,2800000000.0,,Basic Industries,Military/Government/Technical
FLY,Fly Leasing Limited,17.07,553960000.0,2007.0,,
FMC,FMC Corporation,88.79,11580000000.0,,Basic Industries,Major Chemicals
FMX,Fomento Economico Mexicano S.A.B. de C.V.,89.13,159460000000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
FL,"Foot Locker, Inc.",40.53,4450000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
F,Ford Motor Company,9.56,38140000000.0,,Capital Goods,Auto Manufacturing
F^B,Ford Motor Company,26.76,,,,
FELP,Foresight Energy LP,0.4499,65640000.0,2014.0,Energy,Coal Mining
FOR,Forestar Group Inc,19.51,818640000.0,2017.0,Finance,Real Estate
FTS,Fortis Inc.,40.61,17700000000.0,2016.0,Public Utilities,Electric Utilities: Central
FTV,Fortive Corporation,71.84,24100000000.0,2016.0,Capital Goods,Industrial Machinery/Components
FTV^A,Fortive Corporation,943.01,,,,
FTAI,Fortress Transportation and Infrastructure Investors LLC,15.33,1300000000.0,2015.0,,
FSM,Fortuna Silver Mines Inc.,4.3,689250000.0,,Basic Industries,Precious Metals
FBHS,"Fortune Brands Home & Security, Inc.",53.04,7430000000.0,,Basic Industries,Homebuilding
FET,"Forum Energy Technologies, Inc.",1.83,201990000.0,2012.0,Energy,Metal Fabrications
FBM,"Foundation Building Materials, Inc.",19.34,831390000.0,2017.0,Consumer Services,RETAIL: Building Materials
FCPT,"Four Corners Property Trust, Inc.",27.76,1900000000.0,2015.0,Consumer Services,Real Estate Investment Trusts
FEDU,Four Seasons Education (Cayman) Inc.,1.94,96870000.0,2017.0,Consumer Services,Other Consumer Services
FNV,Franco-Nevada Corporation,94.79,17750000000.0,,Basic Industries,Precious Metals
FC,Franklin Covey Company,36.54,510620000.0,,Consumer Services,Other Consumer Services
FSB,"Franklin Financial Network, Inc.",28.39,415300000.0,2015.0,Finance,Major Banks
BEN,"Franklin Resources, Inc.",30.57,15400000000.0,,Finance,Investment Managers
FT,Franklin Universal Trust,7.27,182710000.0,,,
FI,Frank&#39;s International N.V.,4.96,1120000000.0,2013.0,Energy,Oilfield Services/Equipment
FCX,"Freeport-McMoran, Inc.",10.12,14680000000.0,,Basic Industries,Precious Metals
FMS,Fresenius Medical Care Corporation,33.59,20340000000.0,,Health Care,Hospital/Nursing Management
FDP,"Fresh Del Monte Produce, Inc.",29.61,1430000000.0,1997.0,Consumer Non-Durables,Farming/Seeds/Milling
RESI,Front Yard Residential Corporation,11.65,624790000.0,,Finance,Real Estate
FRO,Frontline Ltd.,7.19,1230000000.0,,Transportation,Marine Transportation
FSK,FS KKR Capital Corp.,5.9,3080000000.0,2014.0,,
FCN,"FTI Consulting, Inc.",106.84,4010000000.0,,Consumer Services,Professional Services
FTSI,"FTS International, Inc.",3.14,342360000.0,2018.0,Energy,Oilfield Services/Equipment
FF,FutureFuel Corp.,11.37,497360000.0,,Basic Industries,Major Chemicals
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.27,98850000.0,,,
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.72,,,,
GAB,"Gabelli Equity Trust, Inc. (The)",6.06,1540000000.0,1986.0,,
GAB^D,"Gabelli Equity Trust, Inc. (The)",26.16,,,,
GAB^G,"Gabelli Equity Trust, Inc. (The)",24.954,,,,
GAB^H,"Gabelli Equity Trust, Inc. (The)",25.1485,,,,
GAB^J,"Gabelli Equity Trust, Inc. (The)",25.981,,,,
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),10.9923,105950000.0,2014.0,,
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),25.92,,,,
GGT,Gabelli Multi-Media Trust Inc. (The),8.39,206540000.0,,,
GGT^B,Gabelli Multi-Media Trust Inc. (The),26.6,,,,
GGT^E,Gabelli Multi-Media Trust Inc. (The),25.2682,,,,
GUT,Gabelli Utility Trust (The),7.36,395490000.0,,,
GUT^A,Gabelli Utility Trust (The),26.45,,,,
GUT^C,Gabelli Utility Trust (The),25.76,,,,
GCAP,"GAIN Capital Holdings, Inc.",4.37,161850000.0,2010.0,Finance,Investment Bankers/Brokers/Service
GBL,"Gamco Investors, Inc.",18.15,501130000.0,1999.0,Finance,Investment Bankers/Brokers/Service
GNT,"GAMCO Natural Resources, Gold & Income Tust ",5.76,120350000.0,2011.0,,
GNT^A,"GAMCO Natural Resources, Gold & Income Tust ",25.16,,,,
GME,Gamestop Corporation,3.89,397830000.0,2002.0,Consumer Services,Electronics Distribution
GPS,"Gap, Inc. (The)",18.2,6880000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
GDI,"Gardner Denver Holdings, Inc.",30.95,6320000000.0,2017.0,Technology,Industrial Machinery/Components
GTX,Garrett Motion Inc.,12.61,940970000.0,2018.0,Capital Goods,Auto Parts:O.E.M.
IT,"Gartner, Inc.",132.47,11940000000.0,1993.0,Consumer Services,Other Consumer Services
GLOG,GasLog LP.,12.61,1020000000.0,2012.0,Consumer Services,Marine Transportation
GLOG^A,GasLog LP.,26.5311,,,,
GLOP,GasLog Partners LP,19.14,929760000.0,2014.0,Consumer Services,Marine Transportation
GLOP^A,GasLog Partners LP,24.61,,,,
GLOP^B,GasLog Partners LP,23.15,,,,
GLOP^C,GasLog Partners LP,23.66,,,,
GTES,Gates Industrial Corporation plc,7.83,2270000000.0,2018.0,Technology,Industrial Machinery/Components
GATX,GATX Corporation,76.4,2730000000.0,,Consumer Services,Transportation Services
GMTA,GATX Corporation,26.61,,2016.0,Consumer Services,Transportation Services
GCP,GCP Applied Technologies Inc.,19.77,1430000000.0,2016.0,Basic Industries,Major Chemicals
GNK,Genco Shipping & Trading Limited ,8.46,352420000.0,,Transportation,Marine Transportation
GNRC,Generac Holdlings Inc.,73.35,4570000000.0,2010.0,Consumer Durables,Metal Fabrications
GAM,"General American Investors, Inc.",35.77,893480000.0,,,
GAM^B,"General American Investors, Inc.",27.0294,,,,
GD,General Dynamics Corporation,184.17,53200000000.0,,Capital Goods,Marine Transportation
GE,General Electric Company,9.49,82820000000.0,,Energy,Consumer Electronics/Appliances
GIS,"General Mills, Inc.",54.02,32520000000.000004,,Consumer Non-Durables,Packaged Foods
GM,General Motors Company,40.1,58210000000.0,2010.0,Capital Goods,Auto Manufacturing
GCO,Genesco Inc.,38.6,638230000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
GWR,"Genesee & Wyoming, Inc.",109.89,6230000000.0,,Transportation,Railroads
GEL,"Genesis Energy, L.P.",20.67,2530000000.0,1996.0,Energy,Oil Refining/Marketing
GEN           ,"Genesis Healthcare, Inc.",1.06,171590000.0,,Health Care,Hospital/Nursing Management
GNE,Genie Energy Ltd.,7.15,194530000.0,2011.0,Public Utilities,Power Generation
GNE^A,Genie Energy Ltd.,8.44,,,,
G,Genpact Limited,41.91,7980000000.0,2007.0,Consumer Services,Professional Services
GPC,Genuine Parts Company,91.91,13430000000.0,,Capital Goods,Automotive Aftermarket
GNW,Genworth Financial Inc,3.99,2009999999.9999998,2004.0,Finance,Life Insurance
GEO,Geo Group Inc (The),18.16,2200000000.0,,Consumer Services,Real Estate Investment Trusts
GPRK,Geopark Ltd,17.1,1050000000.0,2014.0,Energy,Oil & Gas Production
GPJA,Georgia Power Company,25.7,,2017.0,Public Utilities,Electric Utilities: Central
GGB,Gerdau S.A.,3.37,5720000000.0,,Capital Goods,Steel/Iron Ore
GTY,Getty Realty Corporation,29.76,1220000000.0,,Finance,Real Estate
GIG,"GigCapital, Inc.",10.47,193300000.0,2018.0,Finance,Business Services
GIG.U,"GigCapital, Inc.",,,2017.0,,
GIG.WS,"GigCapital, Inc.",,,,,
