symbol,symbol,name,lastsale,marketcap,ipoyear,sector,industry
COST,COST,Costco Wholesale Corporation,274.79,120850000000.0,,Consumer Services,Department/Specialty Retail Stores
COT,COT,Cott Corporation,13.3,1790000000.0,,Consumer Non-Durables,Beverages (Production/Distribution)
COTY,COTY,Coty Inc.,10.42,7830000000.0,2013.0,Consumer Non-Durables,Package Goods/Cosmetics
COUP,COUP,Coupa Software Incorporated,138.07,8529999999.999999,2016.0,Technology,Computer Software: Prepackaged Software
COWN,COWN,Cowen Inc.,17.08,504140000.0,,Finance,Investment Bankers/Brokers/Service
CP,CP,Canadian Pacific Railway Limited,232.08,32270000000.000004,,Transportation,Railroads
CPA,CPA,"Copa Holdings, S.A.",110.4,4670000000.0,2005.0,Transportation,Air Freight/Delivery Services
CPAAU,CPAAU,Conyers Park II Acquisition Corp.,10.3747,,2019.0,Finance,Business Services
CPAC,CPAC,Cementos Pacasmayo S.A.A.,8.795,816430000.0,,Capital Goods,Building Materials
CPAH,CPAH,CounterPath Corporation,1.45,8630000.0,,Technology,Computer Software: Prepackaged Software
CPB,CPB,Campbell Soup Company,42.03,12660000000.0,,Consumer Non-Durables,Packaged Foods
CPE,CPE,Callon Petroleum Company,5.04,1150000000.0,,Energy,Oil & Gas Production
CPF,CPF,CPB Inc.,28.3,808470000.0,,Finance,Major Banks
CPG,CPG,Crescent Point Energy Corporation,3.05,1670000000.0,,Energy,Oil & Gas Production
CPHC,CPHC,Canterbury Park Holding Corporation,12.0,55050000.0,,Consumer Services,Services-Misc. Amusement & Recreation
CPHI,CPHI,"China Pharma Holdings, Inc.",0.27,11770000.0,,Health Care,Major Pharmaceuticals
CPIX,CPIX,Cumberland Pharmaceuticals Inc.,5.85,90890000.0,2009.0,Health Care,Major Pharmaceuticals
CPK,CPK,Chesapeake Utilities Corporation,92.9,1520000000.0,,Public Utilities,Oil & Gas Production
CPL,CPL,CPFL Energia S.A.,17.3,9970000000.0,2004.0,Public Utilities,Electric Utilities: Central
CPLG,CPLG,CorePoint Lodging Inc.,11.02,636470000.0,2018.0,Consumer Services,Real Estate Investment Trusts
CPLP,CPLP,Capital Product Partners L.P.,10.74,195230000.0,2007.0,Transportation,Marine Transportation
CPRI,CPRI,Capri Holdings Limited,32.69,4930000000.0,2011.0,Consumer Non-Durables,Apparel
CPRT,CPRT,"Copart, Inc.",75.64,17330000000.0,1994.0,Consumer Durables,Automotive Aftermarket
CPRX,CPRX,"Catalyst Pharmaceuticals, Inc.",5.075,521990000.0,2006.0,Health Care,Major Pharmaceuticals
CPS,CPS,Cooper-Standard Holdings Inc.,39.66,670320000.0,,Capital Goods,Auto Parts:O.E.M.
CPSH,CPSH,CPS Technologies Corp.,1.04,13740000.0,,Capital Goods,Building Materials
CPSI,CPSI,"Computer Programs and Systems, Inc.",22.77,326870000.0,2002.0,Technology,EDP Services
CPSS,CPSS,"Consumer Portfolio Services, Inc.",3.54,78410000.0,1992.0,Finance,Finance: Consumer Services
CPST,CPST,Capstone Turbine Corporation,0.7399,54120000.0,2000.0,Energy,Industrial Machinery/Components
CPT,CPT,Camden Property Trust,105.25,10190000000.0,1993.0,Consumer Services,Real Estate Investment Trusts
CPTA,CPTA,Capitala Finance Corp.,8.3,133880000.0,2013.0,,
CQP,CQP,"Cheniere Energy Partners, LP",43.62,21110000000.0,2007.0,Public Utilities,Oil/Gas Transmission
CR,CR,Crane Co.,79.51,4770000000.0,,Capital Goods,Metal Fabrications
CRAI,CRAI,"CRA International,Inc.",41.67,328180000.0,1998.0,Miscellaneous,Other Consumer Services
CRAY,CRAY,Cray Inc,34.57,1430000000.0,,Technology,Computer Manufacturing
CRBP,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",5.74,369970000.0,,Health Care,Major Pharmaceuticals
CRC,CRC,California Resources Corporation,10.33,506220000.0,2014.0,Energy,Oil & Gas Production
CRCM,CRCM,"Care.com, Inc.",8.85,289740000.0,2014.0,Consumer Services,Other Consumer Services
CRD.A,CRD.A,Crawford & Company,,,,,
CREE,CREE,"Cree, Inc.",61.72,6500000000.0,1993.0,Technology,Semiconductors
CREG,CREG,China Recycling Energy Corporation,0.3,4830000.0,,Miscellaneous,Business Services
CRESY,CRESY,Cresud S.A.C.I.F. y A.,9.31,467030000.0,1997.0,Finance,Real Estate
CREX,CREX,"Creative Realities, Inc.",2.3494,22880000.0,,Technology,EDP Services
CRF,CRF,"Cornerstone Strategic Return Fund, Inc. (The)",11.54,442720000.0,,,
CRH,CRH,CRH PLC,32.44,25880000000.0,,Capital Goods,Building Materials
CRHM,CRHM,CRH Medical Corporation,3.18,229210000.0,2015.0,Health Care,Medical/Nursing Services
CRI,CRI,"Carter&#39;s, Inc.",88.21,3950000000.0,2003.0,Consumer Non-Durables,Apparel
CRIS,CRIS,"Curis, Inc.",1.79,59340000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRK,CRK,"Comstock Resources, Inc.",5.73,1060000000.0,,Energy,Oil & Gas Production
CRL,CRL,"Charles River Laboratories International, Inc.",134.8,6580000000.0,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CRM,CRM,Salesforce.com Inc,143.82,125890000000.0,2004.0,Technology,Computer Software: Prepackaged Software
CRMD,CRMD,CorMedix Inc.,8.39,199800000.0,,Health Care,Major Pharmaceuticals
CRMT,CRMT,"America&#39;s Car-Mart, Inc.",91.43,611090000.0,,Consumer Durables,Automotive Aftermarket
CRNT,CRNT,Ceragon Networks Ltd.,2.86,229210000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
CRNX,CRNX,"Crinetics Pharmaceuticals, Inc.",19.35,467070000.0,2018.0,Health Care,Major Pharmaceuticals
CRON,CRON,Cronos Group Inc.,13.8901,4670000000.0,,Consumer Durables,Specialty Chemicals
CROX,CROX,"Crocs, Inc.",25.29,1760000000.0,2006.0,Consumer Non-Durables,Shoe Manufacturing
CRR,CRR,"Carbo Ceramics, Inc.",1.28,37600000.0,,Capital Goods,Industrial Machinery/Components
CRS,CRS,Carpenter Technology Corporation,49.27,2330000000.0,,Basic Industries,Steel/Iron Ore
CRSA,CRSA,Crescent Acquisition Corp,9.77,244250000.0,2019.0,Finance,Business Services
CRSP,CRSP,CRISPR Therapeutics AG,49.05,2680000000.0,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRT,CRT,Cross Timbers Royalty Trust,9.8,58800000.0,1992.0,Energy,Oil & Gas Production
CRTO,CRTO,Criteo S.A.,20.0,1300000000.0,2013.0,Technology,Advertising
CRTX,CRTX,"Cortexyme, Inc.",27.6,740820000.0,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRUS,CRUS,"Cirrus Logic, Inc.",54.28,3160000000.0,1989.0,Technology,Semiconductors
CRVL,CRVL,CorVel Corp.,87.54,1620000000.0,,Finance,Specialty Insurers
CRVS,CRVS,"Corvus Pharmaceuticals, Inc.",3.58,105220000.0,2016.0,Health Care,Major Pharmaceuticals
CRWD,CRWD,"CrowdStrike Holdings, Inc.",91.61,658980000.0,2019.0,Technology,Computer Software: Prepackaged Software
CRWS,CRWS,"Crown Crafts, Inc.",4.75,48070000.0,,Basic Industries,Textiles
CRY,CRY,"CryoLife, Inc.",27.1,1020000000.0,,Health Care,Medical/Dental Instruments
CRZO,CRZO,"Carrizo Oil & Gas, Inc.",9.79,906090000.0,1997.0,Energy,Oil & Gas Production
CS,CS,Credit Suisse Group,11.58,29040000000.0,,Finance,Investment Bankers/Brokers/Service
CSA,CSA,VictoryShares US Small Cap Volatility Wtd ETF,44.9035,29190000.0,,,
CSB,CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,43.1555,90630000.0,,,
CSBR,CSBR,"Champions Oncology, Inc.",6.15,71460000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSCO,CSCO,"Cisco Systems, Inc.",53.16,227560000000.0,1990.0,Technology,Computer Communications Equipment
CSF,CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,37.01,83270000.0,,,
CSFL,CSFL,CenterState Bank Corporation,23.11,2980000000.0,,Finance,Major Banks
CSGP,CSGP,"CoStar Group, Inc.",629.5,23010000000.0,1998.0,Miscellaneous,Business Services
CSGS,CSGS,"CSG Systems International, Inc.",51.0,1690000000.0,1996.0,Technology,EDP Services
CSII,CSII,"Cardiovascular Systems, Inc.",47.0,1640000000.0,1981.0,Health Care,Medical/Dental Instruments
CSIQ,CSIQ,Canadian Solar Inc.,22.27,1320000000.0,2006.0,Technology,Semiconductors
CSL,CSL,Carlisle Companies Incorporated,140.89,7980000000.0,,Basic Industries,Specialty Chemicals
CSLT,CSLT,"Castlight Health, inc.",1.55,225140000.0,2014.0,Technology,EDP Services
CSML,CSML,IQ Chaikin U.S. Small Cap ETF,24.68,260370000.0,,,
CSOD,CSOD,"Cornerstone OnDemand, Inc.",54.88,3330000000.0,2011.0,Technology,Computer Software: Prepackaged Software
CSPI,CSPI,CSP Inc.,13.7,56690000.0,1982.0,Technology,EDP Services
CSQ,CSQ,Calamos Strategic Total Return Fund,12.775,1980000000.0,2004.0,,
CSS,CSS,"CSS Industries, Inc.",4.87,43110000.0,,Consumer Services,Consumer: Greeting Cards
CSSE,CSSE,"Chicken Soup for the Soul Entertainment, Inc.",8.75,104890000.0,2017.0,Consumer Services,Movies/Entertainment
CSTE,CSTE,Caesarstone Ltd.,16.57,569490000.0,2012.0,Capital Goods,Building Materials
CSTL,CSTL,"Castle Biosciences, Inc.",19.49,345700000.0,2019.0,Health Care,Medical Specialities
CSTM,CSTM,Constellium SE,12.05,1650000000.0,2013.0,Basic Industries,Metal Fabrications
CSTR,CSTR,"CapStar Financial Holdings, Inc.",15.45,271320000.0,2016.0,Finance,Major Banks
CSU,CSU,Capital Senior Living Corporation,4.95,154040000.0,1997.0,Health Care,Hospital/Nursing Management
CSV,CSV,"Carriage Services, Inc.",22.6,402560000.0,,Consumer Services,Other Consumer Services
CSWC,CSWC,Capital Southwest Corporation,22.22,393230000.0,,Consumer Non-Durables,Textiles
CSWI,CSWI,"CSW Industrials, Inc.",70.39,1060000000.0,,Basic Industries,Home Furnishings
CSX,CSX,CSX Corporation,66.72,53250000000.0,,Transportation,Railroads
CTAA,CTAA,Qwest Corporation,25.61,,2016.0,Public Utilities,Telecommunications Equipment
CTAC,CTAC,ChaSerg Technology Acquisition Corp.,10.02,281960000.0,2018.0,Finance,Business Services
CTAS,CTAS,Cintas Corporation,264.16,27070000000.0,1983.0,Consumer Non-Durables,Apparel
CTA^A,CTA^A,E.I. du Pont de Nemours and Company,84.75,,,,
CTB,CTB,Cooper Tire & Rubber Company,24.58,1230000000.0,,Consumer Durables,Automotive Aftermarket
CTBI,CTBI,"Community Trust Bancorp, Inc.",40.52,720150000.0,,Finance,Major Banks
CTEK,CTEK,"CynergisTek, Inc.",3.77,36850000.0,2017.0,Miscellaneous,Business Services
CTEST,CTEST,NYSE Test One,25.05,,,,
CTG,CTG,"Computer Task Group, Incorporated",4.155,57630000.0,,Technology,EDP Services
CTHR,CTHR,Charles & Colvard Ltd.,1.47,42130000.0,1997.0,Consumer Durables,Consumer Specialties
CTIB,CTIB,CTI Industries Corporation,3.0,11210000.0,1997.0,Basic Industries,Specialty Chemicals
CTIC,CTIC,CTI BioPharma Corp.,0.7,40590000.0,1997.0,Health Care,Major Pharmaceuticals
CTK,CTK,CooTek (Cayman) Inc.,7.86,499940000.0,2018.0,Technology,EDP Services
CTL,CTL,"CenturyLink, Inc.",10.7,11670000000.0,,Public Utilities,Telecommunications Equipment
CTLT,CTLT,"Catalent, Inc.",57.19,8330000000.0,2014.0,Health Care,Major Pharmaceuticals
CTMX,CTMX,"CytomX Therapeutics, Inc.",11.0,498430000.0,2015.0,Health Care,Major Pharmaceuticals
CTO,CTO,Consolidated-Tomoka Land Co.,62.23,306650000.0,,Finance,Real Estate
CTR,CTR,ClearBridge MLP and Midstream Total Return Fund In,8.86,340230000.0,2012.0,,
CTRA,CTRA,"Contura Energy, Inc.",31.23,599210000.0,2018.0,Energy,Coal Mining
CTRC,CTRC,Centric Brands Inc.,2.86,167430000.0,,Consumer Non-Durables,Apparel
CTRE,CTRE,"CareTrust REIT, Inc.",22.62,2160000000.0,,Consumer Services,Real Estate Investment Trusts
CTRM,CTRM,Castor Maritime Inc.,3.2101,7700000.0,,Transportation,Marine Transportation
CTRN,CTRN,"Citi Trends, Inc.",15.16,183170000.0,2005.0,Consumer Services,Clothing/Shoe/Accessory Stores
CTRP,CTRP,"Ctrip.com International, Ltd.",34.99,19350000000.0,2003.0,Miscellaneous,Business Services
CTS,CTS,CTS Corporation,29.6,967000000.0,,Technology,Electrical Products
CTSH,CTSH,Cognizant Technology Solutions Corporation,63.97,35330000000.0,1998.0,Technology,EDP Services
CTSO,CTSO,Cytosorbents Corporation,5.79,186720000.0,,Health Care,Medical/Dental Instruments
CTST,CTST,CannTrust Holdings Inc.,2.25,318330000.0,2019.0,Consumer Durables,Specialty Chemicals
CTT           ,CTT           ,"CatchMark Timber Trust, Inc.",9.87,483690000.0,2013.0,Consumer Services,Real Estate Investment Trusts
CTVA,CTVA,"Corteva, Inc.",31.61,23670000000.0,2019.0,Consumer Non-Durables,Farming/Seeds/Milling
CTWS,CTWS,"Connecticut Water Service, Inc.",69.95,843820000.0,,Public Utilities,Water Supply
CTXR,CTXR,"Citius Pharmaceuticals, Inc.",1.17,25830000.0,,Health Care,Major Pharmaceuticals
CTXS,CTXS,"Citrix Systems, Inc.",92.42,12170000000.0,1995.0,Technology,Computer Software: Prepackaged Software
CUB,CUB,Cubic Corporation,70.42,2190000000.0,,Capital Goods,Industrial Machinery/Components
CUBA,CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.09,37350000.0,,,
CUBE,CUBE,CubeSmart,35.04,6740000000.0,,Consumer Services,Real Estate Investment Trusts
CUBI,CUBI,"Customers Bancorp, Inc",19.55,610000000.0,,Finance,Major Banks
CUE,CUE,"Cue Biopharma, Inc.",8.23,171050000.0,2018.0,Health Care,Major Pharmaceuticals
CUI,CUI,"CUI Global, Inc.",0.7431,21260000.0,,Technology,Electronic Components
CULP,CULP,"Culp, Inc.",15.9,197020000.0,,Basic Industries,Textiles
CUO,CUO,Continental Materials Corporation,15.25,26160000.0,,Capital Goods,Building Materials
CUR,CUR,"Neuralstem, Inc.",2.18,2340000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CURO,CURO,CURO Group Holdings Corp.,13.44,608400000.0,2017.0,Finance,Finance: Consumer Services
CUTR,CUTR,"Cutera, Inc.",25.11,352470000.0,2004.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CUZ,CUZ,Cousins Properties Incorporated,34.43,5050000000.0,,Consumer Services,Real Estate Investment Trusts
CVA,CVA,Covanta Holding Corporation,16.93,2230000000.0,,Basic Industries,Electric Utilities: Central
CVBF,CVBF,CVB Financial Corporation,20.79,2910000000.0,,Finance,Major Banks
CVCO,CVCO,"Cavco Industries, Inc.",185.05,1690000000.0,,Basic Industries,Homebuilding
CVCY,CVCY,Central Valley Community Bancorp,20.21,272610000.0,,Finance,Major Banks
CVE,CVE,Cenovus Energy Inc,8.49,10430000000.0,,Energy,Oil & Gas Production
CVEO,CVEO,Civeo Corporation,1.48,250910000.0,2014.0,Consumer Services,Hotels/Resorts
CVET,CVET,"Covetrus, Inc.",24.0,2680000000.0,,Health Care,Medical/Nursing Services
CVGI,CVGI,"Commercial Vehicle Group, Inc.",8.0,250060000.0,2004.0,Capital Goods,Auto Parts:O.E.M.
CVGW,CVGW,"Calavo Growers, Inc.",91.8,1620000000.0,,Consumer Non-Durables,Farming/Seeds/Milling
CVI,CVI,CVR Energy Inc.,47.19,4740000000.0,2007.0,Energy,Integrated oil Companies
CVIA,CVIA,Covia Holdings Corporation,1.7,223460000.0,2018.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CVLT,CVLT,"Commvault Systems, Inc.",44.31,2000000000.0,2006.0,Technology,Computer Software: Prepackaged Software
CVLY,CVLY,"Codorus Valley Bancorp, Inc",22.1,208030000.0,,Finance,Savings Institutions
CVM,CVM,Cel-Sci Corporation,8.38,282430000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CVNA,CVNA,Carvana Co.,72.47,10940000000.0,2017.0,Consumer Durables,Automotive Aftermarket
CVR,CVR,Chicago Rivet & Machine Co.,27.0,26090000.0,,Technology,Industrial Machinery/Components
CVRS,CVRS,"Corindus Vascular Robotics, Inc.",4.28,884680000.0,2015.0,Health Care,Medical/Dental Instruments
CVS,CVS,CVS Health Corporation,59.04,76700000000.0,,Health Care,Medical/Nursing Services
CVTI,CVTI,"Covenant Transportation Group, Inc.",15.25,280120000.0,1994.0,Transportation,Trucking Freight/Courier Services
CVU,CVU,"CPI Aerostructures, Inc.",8.08,95500000.0,,Capital Goods,Military/Government/Technical
CVV,CVV,CVD Equipment Corporation,3.57,23400000.0,,Technology,Industrial Machinery/Components
CVX,CVX,Chevron Corporation,123.23,234740000000.0,,Energy,Integrated oil Companies
CW,CW,Curtiss-Wright Corporation,123.37,5270000000.0,,Technology,Industrial Machinery/Components
CWBC,CWBC,Community West Bancshares,9.81,83040000.0,,Finance,Major Banks
CWBR,CWBR,"CohBar, Inc.",1.6,63930000.0,,Health Care,Major Pharmaceuticals
CWCO,CWCO,Consolidated Water Co. Ltd.,14.01,210440000.0,,Public Utilities,Water Supply
CWEN,CWEN,"Clearway Energy, Inc.",17.2,3330000000.0,2015.0,Public Utilities,Electric Utilities: Central
CWH,CWH,"Camping World Holdings, Inc.",8.71,765660000.0,2016.0,Consumer Durables,Automotive Aftermarket
CWK,CWK,Cushman & Wakefield plc,17.39,3770000000.0,2018.0,Finance,Real Estate
CWST,CWST,"Casella Waste Systems, Inc.",45.97,2190000000.0,1997.0,Public Utilities,Environmental Services
CWT,CWT,California Water  Service Group Holding,53.81,2590000000.0,,Public Utilities,Water Supply
CX,CX,Cemex S.A.B. de C.V.,3.18,4770000000.0,,Capital Goods,Building Materials
CXDC,CXDC,China XD Plastics Company Limited,2.16,110050000.0,,Capital Goods,Containers/Packaging
CXE,CXE,Colonial High Income Municipal Trust,5.39,169850000.0,1989.0,,
CXH,CXH,Colonial Investment Grade Municipal Trust,9.97,90830000.0,1989.0,,
CXO,CXO,Concho Resources Inc.,73.41,14760000000.0,2007.0,Energy,Oil & Gas Production
CXP,CXP,"Columbia Property Trust, Inc.",21.67,2530000000.0,2013.0,Consumer Services,Real Estate Investment Trusts
CXSE,CXSE,WisdomTree China ex-State-Owned Enterprises Fund,69.65,128850000.0,,,
CXW,CXW,"CoreCivic, Inc.",18.02,2150000000.0,,Consumer Services,Real Estate Investment Trusts
CY,CY,Cypress Semiconductor Corporation,22.86,8439999999.999999,1986.0,Technology,Semiconductors
CYAD,CYAD,Celyad SA,12.8,152860000.0,2015.0,Health Care,Major Pharmaceuticals
CYAN,CYAN,Cyanotech Corporation,2.54,14960000.0,,Consumer Durables,Specialty Chemicals
CYBE,CYBE,CyberOptics Corporation,14.08,100060000.0,1987.0,Capital Goods,Electronic Components
CYBR,CYBR,CyberArk Software Ltd.,123.24,4650000000.0,2014.0,Technology,Computer Software: Prepackaged Software
CYCC,CYCC,"Cyclacel Pharmaceuticals, Inc.",0.545,9370000.0,,Health Care,Major Pharmaceuticals
CYCN,CYCN,"Cyclerion Therapeutics, Inc.",8.44,231270000.0,,Health Care,Major Pharmaceuticals
CYD,CYD,China Yuchai International Limited,14.03,573240000.0,1994.0,Energy,Industrial Machinery/Components
CYH,CYH,"Community Health Systems, Inc.",2.28,269160000.0,2000.0,Health Care,Hospital/Nursing Management
CYOU,CYOU,Changyou.com Limited,6.44,342930000.0,2009.0,Technology,Computer Software: Prepackaged Software
CYRN,CYRN,CYREN Ltd.,1.59,86660000.0,,Technology,Computer Software: Prepackaged Software
CYRX,CYRX,"CryoPort, Inc.",20.17,713550000.0,,Transportation,Oil Refining/Marketing
CYTK,CYTK,"Cytokinetics, Incorporated",13.61,785590000.0,2004.0,Health Care,Major Pharmaceuticals
CZNC,CZNC,Citizens & Northern Corp,24.36,333440000.0,,Finance,Major Banks
CZR,CZR,Caesars Entertainment Corporation,11.66,7860000000.0,2012.0,Consumer Services,Hotels/Resorts
CZWI,CZWI,"Citizens Community Bancorp, Inc.",11.095,125050000.0,,Finance,Savings Institutions
CZZ,CZZ,Cosan Limited,14.39,3320000000.0,,Consumer Non-Durables,Specialty Foods
D,D,"Dominion Energy, Inc.",75.33,60520000000.0,,Public Utilities,Electric Utilities: Central
DAC,DAC,Danaos Corporation,7.32,112530000.0,2006.0,Transportation,Marine Transportation
DAIO,DAIO,Data I/O Corporation,3.96,32720000.0,1981.0,Capital Goods,Electrical Products
DAKT,DAKT,"Daktronics, Inc.",6.07,273990000.0,1994.0,Consumer Durables,Miscellaneous manufacturing industries
DAL,DAL,"Delta Air Lines, Inc.",60.03,39030000000.0,,Transportation,Air Freight/Delivery Services
DALI,DALI,First Trust DorseyWright DALI 1 ETF,20.3,68010000.0,,,
DAN,DAN,Dana Incorporated,14.24,2050000000.0,,Capital Goods,Auto Parts:O.E.M.
DAR,DAR,Darling Ingredients Inc.,20.35,3350000000.0,,Consumer Non-Durables,Packaged Foods
DARE,DARE,"Dare Bioscience, Inc.",0.7701,12850000.0,2014.0,Health Care,Major Pharmaceuticals
DAVA,DAVA,Endava plc,39.39,2140000000.0,2018.0,Technology,EDP Services
DAVE,DAVE,"Famous Dave&#39;s of America, Inc.",4.48,41550000.0,,Consumer Services,Restaurants
DAX,DAX,Global X DAX Germany ETF,25.07,15040000.0,,,
DB,DB,Deutsche Bank AG,7.66,15820000000.0,,Finance,Major Banks
DBD,DBD,Diebold Nixdorf Incorporated,14.18,1090000000.0,,Miscellaneous,Office Equipment/Supplies/Services
DBI,DBI,Designer Brands Inc.,17.23,1300000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
DBL,DBL,DoubleLine Opportunistic Credit Fund,20.67,308550000.0,2012.0,,
DBVT,DBVT,DBV Technologies S.A.,10.005,722960000.0,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
